id_senado,sigla_tipo_senado,numero_senado,ano_senado,id_camara,sigla_tipo_camara,numero_camara,ano_camara
,,,,558104,PL,4628,2012
,,,,498349,PL,1024,2011
,,,,503618,PL,1430,2011
,,,,2087407,PEC,235,2016
107096,PLS,00312,2012,,,,
,,,,518895,PL,2226,2011
,,,,2189794,PLN,49,2018
,,,,2216694,PL,4638,2019
,,,,606239,PEC,378,2014
,,,,582570,PEC,282,2013
127622,PLS,00426,2016,,,,
,,,,501394,PEC,27,2011
,,,,2245010,PL,1721,2020
100592,PLS,00319,2011,,,,
,,,,535404,PL,3290,2012
,,,,2218239,PL,4803,2019
,,,,2264742,PL,5047,2020
,,,,2190495,PL,62,2019
,,,,494197,PEC,534,2011
,,,,2187324,PL,11046,2018
,,,,2201539,PL,2791,2019
,,,,2234655,PL,6524,2019
,,,,2270915,PL,599,2021
128841,PLC,00034,2017,1734455,PL,3031,2015
,,,,2129215,PL,7394,2017
,,,,2197189,PL,2132,2019
,,,,2254377,PL,3096,2020
144526,PL,04462,2020,,,,
142355,PLP,00158,2020,,,,
,,,,2197578,PL,2214,2019
,,,,2147066,PL,8202,2017
,,,,2191109,PL,438,2019
,,,,568439,PL,5185,2013
,,,,744140,MPV,659,2014
,,,,2198834,PL,2423,2019
123079,PLS,00593,2015,,,,
,,,,537659,PL,3466,2012
134197,PLS,00374,2018,,,,
,,,,2209439,PEC,99,2019
124128,PLC,00194,2015,622023,PL,7910,2014
,,,,2260528,PL,4238,2020
,,,,2192176,PL,814,2019
,,,,2201815,PL,2809,2019
132687,PLS,00131,2018,,,,
,,,,2075726,PL,4134,2015
,,,,492188,PL,431,2011
,,,,2168377,PL,9624,2018
,,,,2057325,PL,3799,2015
129244,MPV,00780,2017,,,,
,,,,596015,PL,6553,2013
,,,,2205805,PL,3246,2019
,,,,536357,PL,3389,2012
104605,PLS,00055,2012,573290,PL,5422,2013
,,,,2269730,PL,324,2021
,,,,2215691,PL,4538,2019
,,,,2209699,PL,3752,2019
119398,PLS,00399,2014,,,,
,,,,947613,PL,392,2015
,,,,2249907,PL,1984,2020
140071,PL,06297,2019,,,,
126623,PLS,00307,2016,,,,
,,,,2268898,PL,187,2021
,,,,2056401,PL,3739,2015
,,,,517645,PL,2149,2011
,,,,2256744,PL,3643,2020
,,,,584743,PL,5939,2013
,,,,559814,PL,4719,2012
,,,,577643,PLV,12,2013
,,,,619839,PL,7784,2014
100776,PLS,00343,2011,1701852,PL,2880,2015
,,,,2222688,PL,5299,2019
,,,,1215483,PL,1257,2015
,,,,2023914,PL,3348,2015
,,,,2173685,PL,10148,2018
,,,,2163643,PL,9208,2017
,,,,945670,PL,156,2015
,,,,1215202,PL,1236,2015
,,,,2209024,PL,3680,2019
,,,,2189983,PL,11224,2018
105884,PEC,00027,2012,,,,
,,,,1215615,PL,1278,2015
,,,,550289,PL,4144,2012
,,,,1736084,PL,3061,2015
133541,MPV,00840,2018,,,,
,,,,2110318,PL,6069,2016
146083,PL,05591,2020,,,,
,,,,541963,PL,3730,2012
105080,PLS,00105,2012,,,,
,,,,2129192,PL,7392,2017
,,,,588946,PL,6176,2013
,,,,2157719,PL,8874,2017
,,,,2236490,PL,99,2020
,,,,557548,PLN,47,2012
,,,,504575,PL,1466,2011
139850,PL,06041,2019,,,,
,,,,2228722,PL,5890,2019
118178,PLS,00221,2014,,,,
,,,,1302654,PL,1847,2015
,,,,2193181,PL,1159,2019
,,,,2215874,PL,4555,2019
,,,,2227643,PL,5752,2019
,,,,515970,PL,2051,2011
,,,,493835,PL,8072,2011
,,,,2200801,PL,2755,2019
,,,,611091,PL,7350,2014
,,,,2192403,PL,902,2019
,,,,622299,PL,7957,2014
,,,,495889,PL,814,2011
,,,,2190166,PL,11268,2018
,,,,530319,PL,2859,2011
,,,,2124674,PL,7034,2017
,,,,2247020,PL,1738,2020
,,,,2241675,PL,816,2020
,,,,494163,PL,657,2011
,,,,490854,MPV,524,2011
,,,,613949,PL,7487,2014
119902,PEC,00018,2015,,,,
,,,,2172333,PL,10048,2018
,,,,2127690,PL,7264,2017
,,,,496058,PL,837,2011
,,,,507744,PL,1550,2011
,,,,2224148,PL,5392,2019
,,,,2156488,PL,8857,2017
,,,,2124041,PL,6961,2017
142265,PL,03054,2020,,,,
135155,PEC,00003,2019,,,,
,,,,2165912,PL,9312,2017
,,,,2115293,PL,6390,2016
135487,PL,01219,2019,,,,
,,,,2238465,PL,539,2020
,,,,2198750,PL,2418,2019
,,,,2079263,PLP,243,2016
,,,,545188,PL,3894,2012
,,,,2024935,PL,3420,2015
,,,,1050550,PL,859,2015
,,,,2231851,PL,6279,2019
,,,,606613,PL,7165,2014
,,,,530474,PL,2874,2011
,,,,2268665,PL,38,2021
,,,,524371,PL,2562,2011
,,,,2144195,PEC,344,2017
,,,,1307307,PL,1925,2015
,,,,2117021,PL,6474,2016
,,,,2193969,PL,1493,2019
,,,,508915,PL,1575,2011
119049,PLC,00125,2014,588677,PL,6150,2013
,,,,2112793,PL,6220,2016
101049,PLS,00399,2011,620971,PL,7841,2014
,,,,2168699,PL,9682,2018
138313,PL,04681,2019,,,,
,,,,2238555,PL,560,2020
,,,,578710,PL,5662,2013
,,,,2122080,MPV,761,2016
,,,,2265446,PL,5209,2020
137650,PL,03956,2019,,,,
104848,PLS,00081,2012,,,,
,,,,2191897,PL,728,2019
,,,,498620,PL,1083,2011
,,,,498423,PL,1050,2011
,,,,947822,PL,431,2015
,,,,595327,PEC,323,2013
,,,,2253481,PL,2829,2020
,,,,2163251,PL,9170,2017
,,,,529836,PL,2838,2011
145112,PL,04909,2020,,,,
,,,,2079091,PL,4680,2016
,,,,565634,PL,5031,2013
,,,,528605,PL,2772,2011
,,,,2200709,PL,2734,2019
,,,,2174602,PL,10206,2018
,,,,2082753,PEC,213,2016
135583,PL,01301,2019,,,,
,,,,2191854,PL,710,2019
,,,,2164991,PL,9272,2017
,,,,2158433,PL,8940,2017
,,,,1215275,PL,1240,2015
114554,PLS,00398,2013,,,,
118654,PLN,00017,2014,,,,
115760,PLS,00523,2013,2024818,PL,3408,2015
,,,,2118611,PL,6573,2016
,,,,2196571,PL,1981,2019
,,,,2268893,PL,182,2021
,,,,2128950,PL,7361,2017
,,,,496375,PL,852,2011
,,,,2187719,PL,11065,2018
,,,,2168586,PL,9657,2018
,,,,2241854,PL,932,2020
132864,PLS,00167,2018,,,,
,,,,2079856,PL,4778,2016
141354,PL,01277,2020,,,,
,,,,2111164,PL,6097,2016
,,,,2057076,PL,3787,2015
,,,,535221,PL,3278,2012
138892,PL,05154,2019,,,,
103889,PLS,00762,2011,,,,
,,,,2082460,PL,5062,2016
,,,,2252196,PL,2560,2020
,,,,2082149,PL,5030,2016
113501,PLS,00267,2013,,,,
,,,,1203264,PL,1129,2015
,,,,996850,PL,712,2015
137501,PL,03804,2019,,,,
,,,,1215327,PL,1245,2015
,,,,2237653,PL,339,2020
,,,,2204108,PL,3014,2019
,,,,2078989,PL,4655,2016
,,,,2269705,PL,312,2021
,,,,606407,PL,7140,2014
,,,,1527031,PEC,76,2015
,,,,2190417,PL,10,2019
138239,PL,04657,2019,,,,
,,,,511430,PL,1772,2011
141200,PL,00944,2020,,,,
,,,,2225733,PL,5563,2019
140624,PL,00222,2020,,,,
,,,,2238976,PL,620,2020
,,,,568893,PL,5225,2013
,,,,558505,PL,4654,2012
,,,,2246809,PL,1734,2020
,,,,2188232,PL,11128,2018
,,,,2196700,PL,2004,2019
,,,,2198429,PL,2339,2019
,,,,2187034,PL,11009,2018
,,,,2184104,PL,10853,2018
,,,,796743,PL,8155,2014
,,,,2137991,PL,7670,2017
,,,,2184353,PLP,539,2018
,,,,517034,PL,2105,2011
,,,,2081884,PL,4991,2016
,,,,2081613,PL,4933,2016
,,,,2084616,PL,5290,2016
,,,,2194471,PL,1576,2019
100177,PLS,00245,2011,589982,PL,6240,2013
127025,PLS,00352,2016,,,,
,,,,2195908,PL,1860,2019
,,,,2080215,PLP,254,2016
,,,,509895,PL,1645,2011
,,,,2083541,PEC,214,2016
136055,PL,01898,2019,,,,
,,,,2163893,PL,9225,2017
,,,,2191779,PL,696,2019
,,,,2184465,PL,10890,2018
147136,PL,00678,2021,,,,
,,,,2242487,PL,1303,2020
,,,,2194646,PL,1605,2019
,,,,2214414,PL,4379,2019
,,,,2227076,PL,5689,2019
,,,,2267105,PL,5528,2020
146740,MPV,01031,2021,,,,
,,,,2080294,PL,4812,2016
115983,PLS,00001,2014,1203163,PL,1119,2015
,,,,2241957,PL,998,2020
,,,,2058175,PL,3856,2015
,,,,2203318,PL,2884,2019
,,,,578127,PL,5632,2013
,,,,2190752,PL,246,2019
,,,,2209381,PL,3723,2019
117839,PLS,00188,2014,,,,
,,,,2128869,MPV,775,2017
,,,,1307441,PL,1939,2015
133625,PLS,00291,2018,,,,
,,,,2229402,PL,5964,2019
,,,,2150483,PL,8495,2017
141363,PL,01282,2020,,,,
137279,PL,03471,2019,,,,
,,,,2215228,PL,4492,2019
125544,PLS,00168,2016,,,,
,,,,2239453,PL,690,2020
112968,PLS,00212,2013,,,,
,,,,808895,PEC,438,2014
141187,PL,00883,2020,,,,
,,,,2190569,PL,116,2019
122575,PEC,00107,2015,1999527,PEC,150,2015
,,,,2090618,PL,5760,2016
132453,PLS,00089,2018,,,,
,,,,2215684,PL,4533,2019
135507,PL,01255,2019,,,,
,,,,584180,PL,5907,2013
,,,,2175570,PL,10265,2018
,,,,2110756,PL,6084,2016
125792,PLC,00022,2016,621861,PL,7898,2014
138737,PL,04988,2019,,,,
,,,,1618070,PL,2589,2015
,,,,2243032,PL,1530,2020
141926,PL,02599,2020,,,,
141234,PL,01038,2020,,,,
,,,,2220406,PL,5072,2019
,,,,2144168,PL,8050,2017
,,,,2118177,PL,6537,2016
,,,,533781,PLP,124,2012
,,,,1050668,PL,867,2015
,,,,564446,PL,4922,2012
,,,,2255275,PL,3354,2020
,,,,2267120,PL,5531,2020
,,,,944745,PL,83,2015
104857,PLS,00082,2012,561839,PL,4786,2012
,,,,2238133,PL,449,2020
106187,PLS,00217,2012,,,,
,,,,2264553,PL,4986,2020
,,,,536797,PL,3410,2012
131817,PLS,00483,2017,,,,
,,,,539298,PLP,155,2012
,,,,601657,PLP,355,2013
99412,PLS,00086,2011,,,,
,,,,513668,PL,1906,2011
,,,,558941,PL,4670,2012
,,,,2129377,PEC,313,2017
,,,,2169110,PL,9746,2018
146043,PLP,00280,2020,,,,
,,,,2238965,PL,618,2020
,,,,2206919,PL,3368,2019
,,,,2233134,PL,6351,2019
,,,,2055570,PL,3653,2015
,,,,2119970,PL,6616,2016
,,,,2206761,PL,3346,2019
137850,PL,04203,2019,,,,
,,,,524939,PL,2581,2011
,,,,1230108,PL,1433,2015
,,,,2058159,PL,3853,2015
,,,,2115219,PL,6379,2016
,,,,2252038,PL,2511,2020
116942,PLS,00127,2014,,,,
,,,,2090371,PL,5744,2016
,,,,600601,PL,6750,2013
140316,PL,06562,2019,2185085,PL,10932,2018
,,,,2196458,PL,1956,2019
,,,,2267425,PL,5558,2020
,,,,2261939,MPV,998,2020
,,,,2230260,PL,6118,2019
,,,,2192595,PL,982,2019
,,,,2123738,PL,6908,2017
,,,,623510,PL,8021,2014
,,,,2186867,PEC,444,2018
,,,,2078008,PLP,229,2016
,,,,2174626,PL,10209,2018
104762,PLS,00069,2012,,,,
,,,,2266448,PL,5443,2020
122029,PLS,00406,2015,,,,
,,,,2248503,PL,1927,2020
,,,,2182167,PLN,23,2018
,,,,2225523,PLN,37,2019
,,,,2118200,PL,6542,2016
,,,,603555,PEC,366,2013
,,,,2239115,MPV,924,2020
,,,,563816,PL,4870,2012
,,,,2248029,PL,1847,2020
,,,,535387,PL,3289,2012
,,,,517321,PEC,74,2011
,,,,2217750,PL,4756,2019
110482,PLS,00005,2013,,,,
,,,,2079148,PL,4694,2016
,,,,594508,PL,6490,2013
,,,,530360,PL,2864,2011
,,,,948977,PL,450,2015
104714,PLS,00066,2012,563975,PL,4883,2012
,,,,551332,PL,4173,2012
,,,,2090621,PL,5761,2016
,,,,2229482,PL,5975,2019
,,,,491205,PL,177,2011
,,,,533847,PL,3112,2012
129603,PLC,00053,2017,584452,PL,5916,2013
,,,,530599,PL,2896,2011
103895,PLS,00756,2011,,,,
,,,,2191207,PL,487,2019
135686,PL,01452,2019,,,,
139805,PL,05986,2019,573608,PL,5430,2013
,,,,558065,PL,4617,2012
,,,,2216656,PL,4633,2019
138177,MPV,00893,2019,,,,
,,,,581764,PL,5811,2013
,,,,2259514,PL,4101,2020
,,,,497980,PL,984,2011
,,,,551575,PL,4184,2012
,,,,1805571,PL,3137,2015
,,,,2191102,PL,431,2019
107349,PEC,00047,2012,,,,
,,,,568710,PL,5200,2013
137848,PL,04199,2019,,,,
,,,,2181907,PL,10634,2018
116001,PLS,00005,2014,,,,
,,,,493565,PL,609,2011
117125,PLS,00144,2014,,,,
,,,,592043,PL,6351,2013
106866,PLS,00299,2012,,,,
,,,,2154029,PL,8775,2017
,,,,2079570,PL,4746,2016
,,,,528476,PL,2761,2011
,,,,513229,PL,1878,2011
,,,,2268855,PL,163,2021
,,,,534272,PL,3163,2012
,,,,2087191,PL,5494,2016
,,,,1301183,PL,1756,2015
140280,PL,06544,2019,2155243,PL,8804,2017
,,,,2179347,PLP,523,2018
,,,,613307,PL,7454,2014
114133,PLS,00345,2013,,,,
132612,PLS,00120,2018,,,,
,,,,1594265,PL,2434,2015
102935,PLS,00647,2011,,,,
,,,,1049335,PL,838,2015
139470,PL,05593,2019,,,,
,,,,495079,PL,751,2011
,,,,493854,PL,638,2011
,,,,509755,PL,1630,2011
129276,PLS,00157,2017,2173214,PL,10105,2018
,,,,585546,PL,5998,2013
,,,,2218668,PL,4870,2019
,,,,2238474,PL,546,2020
,,,,2209593,PL,3743,2019
,,,,2191079,PL,413,2019
,,,,520180,PLS,232,2011
,,,,2253611,PL,2857,2020
,,,,1199918,PL,1104,2015
124745,PLS,00021,2016,,,,
,,,,2122081,MPV,762,2016
,,,,2187314,PL,11040,2018
,,,,2196871,PL,2059,2019
,,,,2237773,PL,376,2020
,,,,613793,PL,7482,2014
132264,PLS,00048,2018,2170716,PL,9942,2018
,,,,2253061,PL,2778,2020
139807,PL,05988,2019,2074401,PL,3908,2015
,,,,2216447,PL,4610,2019
,,,,2198020,PL,2283,2019
,,,,538246,PL,3496,2012
131365,PLC,00134,2017,1348759,PL,1964,2015
,,,,2168836,PL,9708,2018
136198,PL,02102,2019,2090676,PL,5766,2016
,,,,2193596,PL,1351,2019
,,,,2264891,PL,5069,2020
,,,,2095169,PLP,309,2016
118302,PLS,00239,2014,,,,
,,,,2222611,PL,5292,2019
,,,,593160,PL,6412,2013
,,,,1266577,PL,1512,2015
131340,PEC,00036,2017,,,,
123729,PLS,00694,2015,2075458,PL,4074,2015
129807,PEC,00025,2017,,,,
,,,,2250440,PL,2130,2020
122116,PLC,00059,2015,491194,PL,174,2011
,,,,2237596,PL,331,2020
,,,,2215703,PEC,127,2019
,,,,946577,PL,331,2015
,,,,2137919,PLP,374,2017
,,,,573838,PL,5444,2013
,,,,2225739,PL,5566,2019
,,,,2181527,PL,10568,2018
,,,,600101,PL,6726,2013
,,,,515462,PL,2013,2011
,,,,2075026,PL,4029,2015
116734,PLC,00024,2014,517565,PL,2145,2011
,,,,491496,PL,278,2011
,,,,563844,PL,4873,2012
,,,,2197303,PL,2161,2019
,,,,2224385,PL,5429,2019
,,,,2184110,PL,10858,2018
,,,,565739,PL,5052,2013
,,,,639728,PEC,429,2014
,,,,2058160,PL,3854,2015
,,,,513657,PL,1904,2011
,,,,510731,PL,1727,2011
,,,,607918,PL,7240,2014
,,,,946085,PL,224,2015
104540,PLS,00047,2012,,,,
,,,,2214789,PL,4429,2019
,,,,2254774,PL,3182,2020
,,,,2163393,PL,9181,2017
,,,,2189467,PL,11200,2018
,,,,566537,PEC,244,2013
141158,PL,00838,2020,,,,
,,,,1215377,PL,1251,2015
133480,PLS,00272,2018,,,,
105379,PLS,00139,2012,,,,
,,,,2078203,PL,4558,2016
144707,PL,04621,2020,,,,
,,,,541085,PL,3674,2012
,,,,2204075,PL,3009,2019
,,,,2206658,PL,3334,2019
,,,,2116814,PL,6466,2016
,,,,604927,PL,7010,2013
,,,,1580243,PEC,96,2015
,,,,535305,PL,3284,2012
,,,,2262950,PL,4610,2020
,,,,514082,PL,1941,2011
,,,,491040,PL,94,2011
138869,PL,05135,2019,,,,
,,,,2248217,PL,1879,2020
119499,PLS,00416,2014,,,,
,,,,2111211,PL,6108,2016
,,,,499889,PL,1196,2011
,,,,550551,PLN,17,2012
,,,,2194541,PL,1583,2019
,,,,559513,PL,4704,2012
,,,,1199095,PL,1079,2015
,,,,2190821,PL,309,2019
,,,,2081541,PL,4924,2016
,,,,2194110,PL,1519,2019
,,,,513983,PL,1935,2011
,,,,2260780,PL,4305,2020
,,,,2257795,PL,3813,2020
,,,,2192246,PL,839,2019
,,,,2247364,PL,1782,2020
,,,,555732,PL,4423,2012
,,,,2078892,PL,4640,2016
,,,,2160468,PL,9037,2017
124955,PLC,00002,2016,1999587,PL,3221,2015
142455,PL,03241,2020,,,,
,,,,2230623,PEC,204,2019
,,,,604834,PEC,374,2013
,,,,949334,PL,515,2015
132161,PLC,00007,2018,2084355,PL,5275,2016
,,,,2234588,PLP,277,2019
,,,,500740,PL,1240,2011
,,,,2266174,PL,5407,2020
,,,,2255147,PL,3290,2020
139798,PL,05979,2019,604590,PL,6974,2013
,,,,2197792,PL,2245,2019
,,,,2260437,PLP,214,2020
,,,,2210506,PL,3852,2019
,,,,2190530,PL,87,2019
,,,,570073,PL,5290,2013
,,,,1514151,PL,2021,2015
,,,,2132494,PL,7511,2017
,,,,2146641,PL,8176,2017
,,,,2085583,PL,5384,2016
,,,,2205632,PL,3235,2019
,,,,538699,PL,3535,2012
,,,,2251488,PL,2387,2020
,,,,2169687,PL,9819,2018
,,,,500744,PL,1241,2011
,,,,2095505,PL,6042,2016
,,,,554461,PL,4398,2012
,,,,2231658,PL,6260,2019
127084,PLS,00371,2016,2170969,PL,9963,2018
,,,,2056845,PL,3779,2015
125192,PLS,00113,2016,,,,
,,,,2163529,PL,9196,2017
,,,,581391,PL,5783,2013
,,,,949167,PL,482,2015
,,,,577464,PL,5603,2013
,,,,2255105,PL,3271,2020
143264,PL,03683,2020,,,,
119641,PEC,00010,2015,,,,
135977,PEC,00032,2019,,,,
,,,,2077504,PL,4432,2016
127335,PLS,00396,2016,,,,
,,,,2148255,PL,8315,2017
,,,,2123752,PL,6911,2017
,,,,1194349,PL,959,2015
,,,,492193,PL,433,2011
,,,,2187261,PL,11028,2018
,,,,2268964,PL,211,2021
,,,,2253849,PL,2932,2020
,,,,2270703,PL,544,2021
,,,,2113396,PL,6254,2016
,,,,2172460,PLP,497,2018
,,,,534727,PLP,135,2012
,,,,2252484,PL,2585,2020
,,,,2077435,PL,4421,2016
,,,,521998,PL,2421,2011
,,,,527130,PEC,110,2011
,,,,2244106,PL,1616,2020
,,,,2160449,PL,9031,2017
,,,,490928,PL,30,2011
,,,,2141350,PL,7857,2017
,,,,605786,PL,7091,2014
121501,PLS,00321,2015,2155273,PL,8805,2017
,,,,1712921,PL,2924,2015
,,,,2233506,PL,6392,2019
,,,,2180395,PL,10495,2018
,,,,2190573,PL,113,2019
,,,,507638,PL,1547,2011
,,,,2193331,PL,1203,2019
136731,PL,02833,2019,,,,
134820,PLS,00500,2018,,,,
,,,,2074965,PL,4002,2015
,,,,1713431,PL,2932,2015
134316,PLS,00409,2018,,,,
,,,,508973,PL,1582,2011
116585,PLC,00020,2014,529837,PL,2839,2011
,,,,2251411,PL,2363,2020
,,,,2224999,PL,5497,2019
,,,,2224366,PL,5426,2019
,,,,1594556,PL,2466,2015
127906,PLC,00003,2017,1212495,PL,1171,2015
,,,,2199734,PL,2596,2019
,,,,491268,PL,194,2011
,,,,578914,PL,5676,2013
,,,,2265911,PL,5337,2020
,,,,1598571,PL,2544,2015
,,,,2229404,PLP,251,2019
,,,,491352,PL,232,2011
,,,,551696,PL,4198,2012
,,,,2053606,PL,3579,2015
,,,,2248238,PL,1889,2020
,,,,2268721,PL,75,2021
,,,,2199282,PL,2515,2019
120381,PLS,00167,2015,,,,
,,,,2229282,PL,5938,2019
,,,,946429,PL,294,2015
,,,,2120213,PL,6637,2016
,,,,1672313,PL,2707,2015
,,,,1280060,PL,1639,2015
141978,PL,02719,2020,,,,
,,,,490940,PL,42,2011
125308,PLS,00138,2016,,,,
,,,,2228132,PL,5823,2019
,,,,509994,PL,1653,2011
,,,,1228092,PEC,27,2015
104479,PLS,00043,2012,556402,PL,4482,2012
131736,PLC,00154,2017,1230259,PL,1454,2015
,,,,2218564,PL,4860,2019
,,,,2142765,PL,7962,2017
,,,,547395,PL,4038,2012
,,,,2183443,PLN,26,2018
,,,,2208910,PL,3665,2019
,,,,2191171,PL,470,2019
,,,,2124768,PL,7050,2017
,,,,2257722,PL,3802,2020
,,,,532193,PL,3000,2011
,,,,2142655,PL,7947,2017
110819,PLS,00041,2013,,,,
,,,,1570694,PL,2328,2015
,,,,531925,PL,2983,2011
,,,,2018102,PL,3318,2015
,,,,2163485,PL,9194,2017
,,,,2270114,PL,422,2021
,,,,2193292,PL,1188,2019
,,,,2237705,PL,354,2020
,,,,2193757,PL,1411,2019
,,,,2024070,PL,3357,2015
,,,,491323,PL,206,2011
,,,,1598704,PL,2556,2015
,,,,2237659,PL,342,2020
,,,,2266196,PL,5411,2020
,,,,2169357,PL,9779,2018
,,,,2077417,PL,4417,2016
,,,,501577,PL,1301,2011
,,,,1599092,PL,2573,2015
,,,,542268,PL,3741,2012
,,,,2191912,PL,736,2019
,,,,2256960,PL,3681,2020
,,,,2082524,PL,5087,2016
,,,,533098,PL,3055,2011
,,,,556910,PL,4536,2012
,,,,495011,PL,745,2011
,,,,1202928,PL,1109,2015
104778,PLC,00008,2012,512337,PL,1832,2011
,,,,1035147,PL,766,2015
,,,,2268730,PL,83,2021
,,,,2241864,PL,942,2020
124887,PLS,00051,2016,2129819,PL,7434,2017
,,,,2134264,PL,7569,2017
135506,PL,01265,2019,,,,
119448,PEC,00053,2014,,,,
,,,,2268686,PL,51,2021
,,,,2191943,PL,755,2019
,,,,2175102,PL,10223,2018
106565,PLS,00264,2012,,,,
,,,,2211757,PEC,112,2019
,,,,2227360,PL,5721,2019
,,,,2166859,PL,9417,2017
,,,,2192116,PL,800,2019
,,,,2254546,PLP,153,2020
,,,,2204059,PL,3000,2019
120566,PEC,00045,2015,,,,
,,,,2252111,PL,2550,2020
135490,PL,01225,2019,,,,
,,,,2230898,PL,6190,2019
,,,,491506,PL,284,2011
103797,PLS,00743,2011,,,,
,,,,2259840,PL,4160,2020
,,,,2190607,PL,137,2019
,,,,2239534,PL,725,2020
99215,PLS,00056,2011,,,,
,,,,949247,PLP,18,2015
141262,PL,00786,2020,,,,
,,,,2234184,PL,6458,2019
105218,PLS,00119,2012,,,,
,,,,2198525,PL,2364,2019
,,,,2168989,PL,9729,2018
,,,,526972,PL,2677,2011
,,,,2188360,MPV,862,2018
,,,,2270218,PL,435,2021
,,,,2146229,PL,8149,2017
106603,PLS,00267,2012,,,,
,,,,2266664,PL,5467,2020
,,,,2147377,PL,8255,2017
,,,,2250581,PL,2171,2020
139806,PL,05987,2019,2055677,PL,3665,2015
,,,,546444,PL,3979,2012
,,,,546993,PL,4009,2012
,,,,2235982,PL,6601,2019
,,,,1049024,PLP,31,2015
,,,,2056844,PL,3778,2015
,,,,2175567,PL,10263,2018
133539,PEC,00009,2018,,,,
,,,,2127881,PL,7275,2017
141477,PL,01670,2020,,,,
,,,,2233140,PL,6356,2019
,,,,2204678,PL,3124,2019
,,,,2124247,PL,6982,2017
,,,,2197485,PL,2199,2019
,,,,2207720,PL,3485,2019
,,,,2213223,PL,4168,2019
,,,,2254495,PL,3118,2020
,,,,491833,PL,377,2011
130368,PLS,00273,2017,,,,
,,,,495031,PL,749,2011
,,,,2169395,PL,9790,2018
,,,,2147845,PL,8283,2017
,,,,581342,PLP,285,2013
,,,,513232,PL,1880,2011
,,,,577810,PLP,276,2013
131855,PLS,00486,2017,,,,
,,,,2195306,PL,1723,2019
,,,,503670,PL,1434,2011
,,,,2041356,PL,3503,2015
130820,PLS,00323,2017,,,,
,,,,619647,PL,7779,2014
,,,,2242829,PL,1493,2020
,,,,2168603,PL,9664,2018
125760,PLS,00207,2016,,,,
,,,,622302,PL,7960,2014
,,,,2196848,PL,2054,2019
,,,,2259342,PL,4068,2020
,,,,2078589,PL,4600,2016
,,,,2189995,PL,11232,2018
,,,,2055568,PEC,165,2015
,,,,1672403,PL,2714,2015
,,,,2242213,PLP,59,2020
,,,,2243135,PL,1596,2020
,,,,2123063,PL,6845,2017
,,,,944311,PL,45,2015
,,,,2195705,PL,1812,2019
,,,,572256,PLP,264,2013
,,,,2211598,PL,3989,2019
111369,PLS,00069,2013,,,,
,,,,2077437,PL,4422,2016
135915,PL,01708,2019,,,,
117739,PLS,00183,2014,,,,
,,,,2250548,PLV,7,2020
,,,,2242816,PL,1480,2020
,,,,1215971,PL,1313,2015
,,,,2252873,PL,2730,2020
,,,,500929,PLP,48,2011
,,,,590383,PL,6255,2013
,,,,1215484,PL,1258,2015
,,,,2224296,PL,5414,2019
139116,PEC,00156,2019,,,,
,,,,2252858,PL,2723,2020
101947,PLS,00537,2011,,,,
,,,,2144039,PL,8045,2017
,,,,616346,PL,7587,2014
,,,,2075029,PL,4032,2015
,,,,1598618,PL,2551,2015
,,,,510783,PL,1731,2011
,,,,563905,PL,4874,2012
,,,,542797,PL,3766,2012
,,,,2198516,PL,2361,2019
,,,,533014,PL,3038,2011
,,,,536219,PL,3368,2012
143401,PL,03786,2020,,,,
131232,PLS,00392,2017,,,,
,,,,1046197,PL,769,2015
,,,,2250798,PL,2258,2020
125053,PLS,00071,2016,,,,
,,,,530097,PL,2854,2011
,,,,2226594,PEC,178,2019
,,,,2190604,PL,134,2019
135132,PL,00579,2019,,,,
,,,,543986,PL,3836,2012
122328,PLS,00481,2015,,,,
136803,PEC,00077,2019,,,,
,,,,2174509,PL,10198,2018
122646,PLS,00525,2015,1734739,PLP,163,2015
,,,,2087918,PL,5552,2016
111364,PLS,00068,2013,,,,
,,,,1701121,PL,2839,2015
129049,PLC,00038,2017,2122076,PL,6787,2016
,,,,2261232,PLP,225,2020
,,,,2192579,PL,969,2019
112801,PLS,00195,2013,,,,
,,,,2016953,PL,3238,2015
,,,,2192954,PL,1090,2019
137957,PL,04308,2019,,,,
,,,,592173,PL,6359,2013
,,,,609496,PLP,378,2014
,,,,2263237,PLV,39,2020
,,,,2238170,PL,455,2020
,,,,515956,PL,2049,2011
144627,PL,04519,2020,,,,
,,,,2080902,PL,4874,2016
99482,PLS,00099,2011,,,,
124127,PLC,00192,2015,595538,PL,6526,2013
,,,,618823,PL,7701,2014
131281,PLS,00395,2017,,,,
120180,PLC,00013,2015,598369,PL,6648,2013
,,,,606692,PEC,384,2014
129960,PLS,00218,2017,,,,
,,,,2247960,PL,1811,2020
,,,,1215183,PL,1235,2015
,,,,491354,PL,234,2011
113220,PLS,00237,2013,,,,
,,,,1306942,PLP,107,2015
,,,,744151,PEC,432,2014
,,,,2238420,PL,520,2020
133647,PLS,00294,2018,,,,
,,,,2188209,PL,11116,2018
123475,PLS,00667,2015,2229545,PL,5998,2019
100718,PEC,00055,2011,,,,
,,,,544779,PL,3874,2012
,,,,1302778,PL,1852,2015
109208,PEC,00060,2012,,,,
,,,,2113755,PL,6285,2016
,,,,2191095,PL,425,2019
132830,PLS,00160,2018,,,,
,,,,2076227,MPV,704,2015
,,,,2238597,PLP,23,2020
